"hour","count","request_type","division","section"
8,2,"Boulevard - Leaf Pick-up Mechanical","Transportation Services","Road Operations "
8,26,"Boulevards - Damaged Asphalt","Transportation Services","Road Operations "
8,2,"Bridge - Surface Repair","Transportation Services","Road Operations "
8,6,"Catch basin (Storm) - Damage","Toronto Water","District Ops - Operations & Maintenance"
8,12,"Catch basin (Storm) - Overflowing","Toronto Water","District Ops - Operations & Maintenance"
8,6,"Catch Basin - Blocked / Flooding","Transportation Services","Road Operations "
8,2,"Catch Basin - Damaged Maintenance Requested","Transportation Services","Road Operations "
8,4,"Catch Basin - Debris / Litter","Transportation Services","Road Operations "
8,2,"Catch Basin Maintenance and Repair","Transportation Services","Road Operations "
8,6,"Comm / Nite Garbage Yellow Bag / Missed","Solid Waste Management Services","Collections"
8,4,"Comm / Nite Organic Cart / Missed","Solid Waste Management Services","Collections"
8,6,"Comm / Nite Recycle Blue Box / Missed","Solid Waste Management Services","Collections"
8,8,"Comm / Nite Recycle Cardboard Missed","Solid Waste Management Services","Collections"
8,2,"Commercial / Recycle Cart / Missed","Solid Waste Management Services","Collections"
8,4,"Complaint / Property Damaged","Solid Waste Management Services","Collections"
8,8,"Complaint regarding Contractor","Transportation Services","Road Operations "
8,2,"Culverts - Blocked","Transportation Services","Road Operations "
8,2,"Culverts-Damaged / Maintenance Requested","Transportation Services","Road Operations "
8,2,"Ditch Maintenance Requested","Transportation Services","Road Operations "
8,52,"Election Signs","Municipal Licensing & Standards","District Enforcement"
8,4,"Fence","Municipal Licensing & Standards","District Enforcement"
8,62,"General Pruning","Urban Forestry","Forestry Operations"
8,12,"General Tree Maintenance","Urban Forestry","Forestry Operations"
8,12,"Graffiti","Municipal Licensing & Standards","District Enforcement"
8,4,"Hydrant-Damage","Toronto Water","District Ops - Operations & Maintenance"
8,12,"Hydrant-Leaking","Toronto Water","District Ops - Operations & Maintenance"
8,4,"Illegal Dumping / Discharge","Toronto Water","District Ops - Operations & Maintenance"
8,4,"Investigate Regulatory Signs","Transportation Services","Traffic Ops - Traffic Engineering"
8,4,"Left/Right Turn Signal Priority Features","Transportation Services","Traffic Ops - Traffic Engineering"
8,6,"Litter / Bin / Litter Bin Installation","Solid Waste Management Services","Collections"
8,8,"Litter / Bin / Overflow or Missed","Solid Waste Management Services","Collections"
8,2,"Litter / Laneway / Clean Up","Solid Waste Management Services","Collections"
8,2,"Litter / Sidewalk & Blvd / Pick Up Request","Solid Waste Management Services","Collections"
8,2,"Litter / Street Furniture& Poster / Removal","Solid Waste Management Services","Collections"
8,4,"Locate-Emergency","Toronto Water","District Ops - Central Services"
8,2,"Long Grass and Weeds","Municipal Licensing & Standards","District Enforcement"
8,2,"Maintenance Hole-Damage","Toronto Water","District Ops - Operations & Maintenance"
8,2,"Maintenance Holes -Damage / Repair","Transportation Services","Road Operations "
8,4,"Maintenance Holes Lid Loose/Missing","Transportation Services","Road Operations "
8,30,"Missing/Damaged Signs","Transportation Services","TMC - Signs & Markings"
8,6,"Missing/Faded Pavement Markings","Transportation Services","TMC - Signs & Markings"
8,6,"Multi-Res / Furniture Pile / Missed","Solid Waste Management Services","Collections"
8,10,"Multi-Res / Garbage Cart / Missed","Solid Waste Management Services","Collections"
8,4,"Multi-Res / Garbage Front-End / Missed","Solid Waste Management Services","Collections"
8,4,"Multi-Res / Nite Garbage Pile / Missed","Solid Waste Management Services","Collections"
8,2,"Multi-Res / Organic Front-End / Missed","Solid Waste Management Services","Collections"
8,2,"Multi-Res / Recycle Cart / Missed","Solid Waste Management Services","Collections"
8,8,"Multi-Res / Recycle Front-End / Missed","Solid Waste Management Services","Collections"
8,2,"Multi-Res / Yard Waste / Missed","Solid Waste Management Services","Collections"
8,2,"New Pedestrian Crossover","Transportation Services","Traffic Ops - Traffic Engineering"
8,4,"New Traffic Control Signal Request","Transportation Services","Traffic Ops - Traffic Engineering"
8,38,"Noise","Municipal Licensing & Standards","District Enforcement"
8,8,"Operational Comment or Complaint","Transportation Services","Road Operations "
8,30,"Operator / Operations Complaint","Solid Waste Management Services","Collections"
8,4,"Operator / Operations Compliment","Solid Waste Management Services","Collections"
8,2,"Pedestrian Issues/Timing/Delays","Transportation Services","Traffic Ops - Traffic Engineering"
8,4,"Permit Inspection","Urban Forestry","Tree Protection and Plan Review"
8,6,"Private Tree Inspection","Urban Forestry","Tree Protection and Plan Review"
8,98,"Property Standards","Municipal Licensing & Standards","District Enforcement"
8,20,"PXO Maintenance","Transportation Services","TMC - TPIM"
8,10,"Res / Above Comm / Organic Green Bin / Missed","Solid Waste Management Services","Collections"
8,88,"Res / Garbage / Missed","Solid Waste Management Services","Collections"
8,4,"Res / Garbage / Whole Street Missed","Solid Waste Management Services","Collections"
8,4,"Res / Garbage Front&Side / Missed","Solid Waste Management Services","Collections"
8,10,"Res / Nite Garbage / Missed","Solid Waste Management Services","Collections"
8,4,"Res / Nite Garbage / Whole Street / Missed","Solid Waste Management Services","Collections"
8,8,"Res / Nite Organic / Missed","Solid Waste Management Services","Collections"
8,4,"Res / Nite Recycle / Missed","Solid Waste Management Services","Collections"
8,2,"Res / Org&Garbage Front&Side / Missed","Solid Waste Management Services","Collections"
8,4,"Res / Org&Garbage Whole Street / Missed","Solid Waste Management Services","Collections"
8,10,"Res / Org&Recycle Whole Street / Missed","Solid Waste Management Services","Collections"
8,2,"Res / Organic Container / Missing Damaged","Solid Waste Management Services","Collections"
8,2,"Res / Organic Front&Side / Missed","Solid Waste Management Services","Collections"
8,58,"Res / Organic Green Bin / Missed","Solid Waste Management Services","Collections"
8,18,"Res / Organic Green Bin / Whole Street / Missed","Solid Waste Management Services","Collections"
8,10,"Res / Organic&Garbage / Missed","Solid Waste Management Services","Collections"
8,16,"Res / Organic&Recycle / Missed","Solid Waste Management Services","Collections"
8,84,"Res / Recycle / Missed","Solid Waste Management Services","Collections"
8,18,"Res / Recycle / Whole Street / Missed","Solid Waste Management Services","Collections"
8,20,"Res / Yard Waste Whole Street / Missed","Solid Waste Management Services","Collections"
8,12,"Res Above Comm / Nite Garbage / Missed","Solid Waste Management Services","Collections"
8,18,"Res Above Comm / Nite Recycle / Missed","Solid Waste Management Services","Collections"
8,2,"Res Above Comm / Nite Yard Waste / Missed","Solid Waste Management Services","Collections"
8,10,"Residential / Nite Furniture / Missed","Solid Waste Management Services","Collections"
8,4,"Residential / Nite Yard Waste / Missed","Solid Waste Management Services","Collections"
8,66,"Residential / Yard Waste / Missed","Solid Waste Management Services","Collections"
8,204,"Residential Furniture / Missed","Solid Waste Management Services","Collections"
8,32,"Residential: Bin: Missing","Solid Waste Management Services","Collections"
8,2,"Residential: Bin: Repair or Replace Body/Handle","Solid Waste Management Services","Collections"
8,2,"Residential: Bin: Repair or Replace Metal Bar","Solid Waste Management Services","Collections"
8,2,"Residential: Bin: Repair or Replace Wheel","Solid Waste Management Services","Collections"
8,12,"Residential: Bin: Wrong Delivery","Solid Waste Management Services","Collections"
8,4,"Residential: Garbage Bin: Additional Large","Solid Waste Management Services","Collections"
8,8,"Residential: Garbage Bin: Exchange to Extra Large","Solid Waste Management Services","Collections"
8,22,"Residential: Garbage Bin: Exchange to Large","Solid Waste Management Services","Collections"
8,42,"Residential: Garbage Bin: Exchange to Medium","Solid Waste Management Services","Collections"
8,40,"Residential: Garbage Bin: Exchange to Small","Solid Waste Management Services","Collections"
8,2,"Residential: Garbage Bin: New Account Extra Large","Solid Waste Management Services","Collections"
8,2,"Residential: Garbage Bin: New Account Large","Solid Waste Management Services","Collections"
8,4,"Residential: Garbage Bin: New Account Medium","Solid Waste Management Services","Collections"
8,4,"Residential: Garbage Bin: New Account Small","Solid Waste Management Services","Collections"
8,14,"Residential: Recycle Bin: Additional Extra Large","Solid Waste Management Services","Collections"
8,8,"Residential: Recycle Bin: Additional Large","Solid Waste Management Services","Collections"
8,4,"Residential: Recycle Bin: Additional Medium","Solid Waste Management Services","Collections"
8,26,"Residential: Recycle Bin: Exchange to Large","Solid Waste Management Services","Collections"
8,6,"Residential: Recycle Bin: Exchange to Medium","Solid Waste Management Services","Collections"
8,2,"Residential: Recycle Bin: Exchange to Small","Solid Waste Management Services","Collections"
8,4,"Residential: Recycle Bin: New Account Extra Large","Solid Waste Management Services","Collections"
8,4,"Residential: Recycle Bin: New Account Large","Solid Waste Management Services","Collections"
8,4,"Residential: Recycle Bin: New Account Medium","Solid Waste Management Services","Collections"
8,2,"Residential: Recycle Bin: New Account Small","Solid Waste Management Services","Collections"
8,2,"Respond to Locates Request","Transportation Services","TMC - TPIM"
8,12,"Restoration Related","Toronto Water","District Ops - Operations & Maintenance"
8,38,"Road - Cleaning/Debris","Transportation Services","Road Operations "
8,14,"Road - Damaged","Transportation Services","Road Operations "
8,2,"Road - Graffiti Complaint","Transportation Services","Road Operations "
8,4,"Road - Sinking","Transportation Services","Road Operations "
8,4,"Road Allowance","Municipal Licensing & Standards","District Enforcement"
8,2,"Road Water Ponding","Transportation Services","Road Operations "
8,2,"Roadside Utility Cut - Settlement","Transportation Services","Road Operations "
8,2,"Roadway Utility Cut - Settlement","Transportation Services","Road Operations "
8,8,"Sewer main-Backup","Toronto Water","District Ops - Operations & Maintenance"
8,6,"Sewer Odour","Toronto Water","District Ops - Operations & Maintenance"
8,4,"Sewer Service Line-Cleanout Repair","Toronto Water","District Ops - Operations & Maintenance"
8,2,"Shoulder - Maintenance","Transportation Services","Road Operations "
8,22,"Sidewalk - Damaged / Concrete","Transportation Services","Road Operations "
8,2,"Sidewalk-Water Ponding","Transportation Services","Road Operations "
8,2,"Sidewalks","Transportation Services","Traffic Ops - Traffic Engineering"
8,6,"Signal Timing Review/Vehicle Delays","Transportation Services","Traffic Ops - Traffic Engineering"
8,8,"Signs","Municipal Licensing & Standards","District Enforcement"
8,28,"Stemming","Urban Forestry","Forestry Operations"
8,26,"Storm Clean Up","Urban Forestry","Forestry Operations"
8,2,"Street furniture damaged","Transportation Services","Road Operations "
8,2,"Traffic Island - Damaged","Transportation Services","Road Operations "
8,16,"Traffic Signal Maintenance","Transportation Services","TMC - TPIM"
8,6,"Walkway - damaged","Transportation Services","Road Operations "
8,2,"Water Meter-Leaking","Toronto Water","District Ops - Central Services"
8,4,"Water Quality-Discoloured (Rusty or Dirty) Water","Toronto Water","District Ops - Operations & Maintenance"
8,14,"Water Service Line-Damaged Water Service Box","Toronto Water","District Ops - Operations & Maintenance"
8,16,"Water Service Line-Leaking","Toronto Water","District Ops - Operations & Maintenance"
8,16,"Water Service Line-Locate / Adjust service box","Toronto Water","District Ops - Operations & Maintenance"
8,24,"Water Service Line-No Water","Toronto Water","District Ops - Operations & Maintenance"
8,156,"Water Service Line-Turn Off","Toronto Water","District Ops - Operations & Maintenance"
8,6,"Water Service Line-Turn Off/Burst","Toronto Water","District Ops - Operations & Maintenance"
8,18,"Water Service Line-Turn On","Toronto Water","District Ops - Operations & Maintenance"
